"gene_name"	"description"	"transcript_name"	"refseq_protein"
"IQCA1L"	"IQ and AAA domain-containing protein 1-like"	"NM_001304419"	"NP_001291348"
"SLC25A35"	"solute carrier family 25 member 35 isoform b"	"NM_001320872"	"NP_001307801"
"SPATA16"	"spermatogenesis-associated protein 16"	"NM_031955"	"NP_114161"
"SLC25A35"	"solute carrier family 25 member 35 isoform b"	"NM_201520"	"NP_958928"
"CDO1"	"cysteine dioxygenase type 1 isoform 2"	"NM_001801"	"NP_001792"
"CDO1"	"cysteine dioxygenase type 1 isoform 1"	"NM_001323565"	"NP_001310494"
"CDO1"	"cysteine dioxygenase type 1 isoform 3"	"NM_001323566"	"NP_001310495"
"CDO1"	"cysteine dioxygenase type 1 isoform 4"	"NM_001323567"	"NP_001310496"
"CDR2"	"cerebellar degeneration-related protein 2"	"NM_001802"	"NP_001793"
"NOX1"	"NADPH oxidase 1 isoform 3"	"NM_001271815"	"NP_001258744"
"CDX2"	"homeobox protein CDX-2"	"NM_001265"	"NP_001256"
"C10orf120"	"uncharacterized protein C10orf120"	"NM_001010912"	"NP_001010912"
"SHC4"	"SHC-transforming protein 4"	"NM_203349"	"NP_976224"
"METTL10"	"protein-lysine N-methyltransferase METTL10 isoform 1"	"NM_212554"	"NP_997719"
"METTL10"	"protein-lysine N-methyltransferase METTL10 isoform 2"	"NM_001304467"	"NP_001291396"
"METTL10"	"protein-lysine N-methyltransferase METTL10 isoform 3"	"NM_001304468"	"NP_001291397"
"CLDN5"	"claudin-5"	"NM_003277"	"NP_003268"
"NSG1"	"neuron-specific protein family member 1 isoform b"	"NM_001287764"	"NP_001274693"
"COLCA1"	"colorectal cancer-associated protein 1"	"NM_001302645"	"NP_001289574"
"TNNC2"	"troponin C, skeletal muscle"	"NM_003279"	"NP_003270"
"CETN3"	"centrin-3 isoform 2"	"NM_004365"	"NP_004356"
"CTSC"	"dipeptidyl peptidase 1 isoform a preproprotein"	"NM_001814"	"NP_001805"
"LAMP3"	"lysosome-associated membrane glycoprotein 3 precursor"	"NM_014398"	"NP_055213"
"CGA"	"glycoprotein hormones alpha chain isoform 1 precursor"	"NM_001252383"	"NP_001239312"
"EIF2A"	"eukaryotic translation initiation factor 2A isoform 4"	"NM_001319045"	"NP_001305974"
"CEACAM8"	"carcinoembryonic antigen-related cell adhesion molecule 8 precursor"	"NM_001816"	"NP_001807"
"PATE4"	"prostate and testis expressed protein 4 precursor"	"NM_001144874"	"NP_001138346"
"TNNI1"	"troponin I, slow skeletal muscle"	"NM_003281"	"NP_003272"
"CHAD"	"chondroadherin precursor"	"NM_001267"	"NP_001258"
"FCAMR"	"high affinity immunoglobulin alpha and immunoglobulin mu Fc receptor isoform a"	"NM_001122979"	"NP_001116451"
"TNNT1"	"troponin T, slow skeletal muscle isoform a"	"NM_003283"	"NP_003274"
"SLC4A11"	"sodium bicarbonate transporter-like protein 11 isoform 3"	"NM_001174089"	"NP_001167560"
"TNNT1"	"troponin T, slow skeletal muscle isoform b"	"NM_001126132"	"NP_001119604"
"SLC4A11"	"sodium bicarbonate transporter-like protein 11 isoform 1"	"NM_001174090"	"NP_001167561"
"SLC4A11"	"sodium bicarbonate transporter-like protein 11 isoform 2"	"NM_032034"	"NP_114423"
"B3GAT1"	"galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 1"	"NM_054025"	"NP_473366"
"ST6GALNAC4"	"alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1, 3-N-acetyl-galactosaminide alpha-2,6-sialyltransferase isoform a"	"NM_175039"	"NP_778204"
"B3GAT1"	"galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 1"	"NM_018644"	"NP_061114"
"ST6GALNAC4"	"alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1, 3-N-acetyl-galactosaminide alpha-2,6-sialyltransferase isoform b"	"NM_175040"	"NP_778205"
"SPNS1"	"protein spinster homolog 1 isoform 4"	"NM_001142449"	"NP_001135921"
"TNNT2"	"troponin T, cardiac muscle isoform 1"	"NM_000364"	"NP_000355"
"KCNMB3"	"calcium-activated potassium channel subunit beta-3 isoform a"	"NM_171828"	"NP_741979"
"KCNMB3"	"calcium-activated potassium channel subunit beta-3 isoform d"	"NM_014407"	"NP_055222"
"KCNMB3"	"calcium-activated potassium channel subunit beta-3 isoform c"	"NM_171830"	"NP_741981"
"NCALD"	"neurocalcin-delta"	"NM_032041"	"NP_114430"
"KCNMB3"	"calcium-activated potassium channel subunit beta-3 isoform b"	"NM_171829"	"NP_741980"
"FAM172A"	"protein FAM172A isoform 1 precursor"	"NM_032042"	"NP_114431"
"TRAPPC3"	"trafficking protein particle complex subunit 3 isoform 3"	"NM_001270896"	"NP_001257825"
"TAF5L"	"TAF5-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 5L isoform a"	"NM_014409"	"NP_055224"
"TAF5L"	"TAF5-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 5L isoform b"	"NM_001025247"	"NP_001020418"
"BRIP1"	"Fanconi anemia group J protein"	"NM_032043"	"NP_114432"
"TNNT2"	"troponin T, cardiac muscle isoform 6"	"NM_001276346"	"NP_001263275"
"CHN1"	"N-chimaerin isoform 2"	"NM_001025201"	"NP_001020372"
"TMPRSS13"	"transmembrane protease serine 13 isoform 3"	"NM_001206790"	"NP_001193719"
"BBC3"	"bcl-2-binding component 3 isoform 1"	"NM_001127240"	"NP_001120712"
"CHN2"	"beta-chimaerin isoform 11"	"NM_001293078"	"NP_001280007"
"OBSCN"	"obscurin isoform b"	"NM_001098623"	"NP_001092093"
"BBC3"	"bcl-2-binding component 3 isoform 2"	"NM_001127241"	"NP_001120713"
"BBC3"	"bcl-2-binding component 3 isoform 4"	"NM_014417"	"NP_055232"
"OBSCN"	"obscurin isoform a"	"NM_052843"	"NP_443075"
"KATNAL1"	"katanin p60 ATPase-containing subunit A-like 1"	"NM_001014380"	"NP_001014402"
"KATNAL1"	"katanin p60 ATPase-containing subunit A-like 1"	"NM_032116"	"NP_115492"
"DKK3"	"dickkopf-related protein 3 isoform 1 precursor"	"NM_013253"	"NP_037385"
"C1orf141"	"uncharacterized protein C1orf141 isoform 1"	"NM_001276351"	"NP_001263280"
"C1orf141"	"uncharacterized protein C1orf141 isoform 2"	"NM_001276352"	"NP_001263281"
"CHRNA1"	"acetylcholine receptor subunit alpha isoform a precursor"	"NM_001039523"	"NP_001034612"
"ADGRV1"	"G-protein coupled receptor 98 precursor"	"NM_032119"	"NP_115495"
"DTNBP1"	"dysbindin isoform a"	"NM_032122"	"NP_115498"
"CHRNA1"	"acetylcholine receptor subunit alpha isoform b precursor"	"NM_000079"	"NP_000070"
"DTNBP1"	"dysbindin isoform b"	"NM_183040"	"NP_898861"
"DTNBP1"	"dysbindin isoform d"	"NM_001271668"	"NP_001258597"
"DTNBP1"	"dysbindin isoform C"	"NM_001271667"	"NP_001258596"
"DTNBP1"	"dysbindin isoform e"	"NM_001271669"	"NP_001258598"
"CPNE7"	"copine-7 isoform b"	"NM_014427"	"NP_055242"
"CHRNB3"	"neuronal acetylcholine receptor subunit beta-3 precursor"	"NM_000749"	"NP_000740"
"CHRND"	"acetylcholine receptor subunit delta isoform 3"	"NM_001311195"	"NP_001298124"
"CHRND"	"acetylcholine receptor subunit delta isoform 4"	"NM_001311196"	"NP_001298125"
"CHRND"	"acetylcholine receptor subunit delta isoform 1 precursor"	"NM_000751"	"NP_000742"
"CHRND"	"acetylcholine receptor subunit delta isoform 2 precursor"	"NM_001256657"	"NP_001243586"
"CHRNG"	"acetylcholine receptor subunit gamma precursor"	"NM_005199"	"NP_005190"
"CIDEB"	"cell death activator CIDE-B"	"NM_014430"	"NP_055245"
"FILIP1"	"filamin-A-interacting protein 1 isoform 1"	"NM_001289987"	"NP_001276916"
"FILIP1"	"filamin-A-interacting protein 1 isoform 2"	"NM_015687"	"NP_056502"
"FAM184B"	"protein FAM184B"	"NM_015688"	"NP_056503"
"CKM"	"creatine kinase M-type"	"NM_001824"	"NP_001815"
"CISH"	"cytokine-inducible SH2-containing protein isoform 2"	"NM_145071"	"NP_659508"
"CKMT1B"	"creatine kinase U-type, mitochondrial precursor"	"NM_020990"	"NP_066270"
"ERCC8"	"DNA excision repair protein ERCC-8 isoform 3"	"NM_001007234"	"NP_001007235"
"CHIA"	"acidic mammalian chitinase isoform b"	"NM_001258005"	"NP_001244934"
"AP2S1"	"AP-2 complex subunit sigma isoform 3"	"NM_001301076"	"NP_001288005"
"TP53"	"cellular tumor antigen p53 isoform h"	"NM_001276695"	"NP_001263624"
"CHIA"	"acidic mammalian chitinase isoform b"	"NM_001258004"	"NP_001244933"
"TP53"	"cellular tumor antigen p53 isoform l"	"NM_001276699"	"NP_001263628"
"CLCN1"	"chloride channel protein 1"	"NM_000083"	"NP_000074"
"NAAA"	"N-acylethanolamine-hydrolyzing acid amidase isoform 2 precursor"	"NM_001042402"	"NP_001035861"
"ZIC4"	"zinc finger protein ZIC 4 isoform 1 precursor"	"NM_001168378"	"NP_001161850"
"CLCN4"	"H(+)/Cl(-) exchange transporter 4 isoform 2"	"NM_001256944"	"NP_001243873"
"TP53"	"cellular tumor antigen p53 isoform f"	"NM_001126117"	"NP_001119589"
"ZIC4"	"zinc finger protein ZIC 4 isoform 3"	"NM_032153"	"NP_115529"
"ZIC4"	"zinc finger protein ZIC 4 isoform 4"	"NM_001243256"	"NP_001230185"
"PCGF6"	"polycomb group RING finger protein 6 isoform b"	"NM_032154"	"NP_115530"
"PCGF6"	"polycomb group RING finger protein 6 isoform a"	"NM_001011663"	"NP_001011663"
"CLCN6"	"chloride transport protein 6 isoform 2"	"NM_001256959"	"NP_001243888"
"TP53"	"cellular tumor antigen p53 isoform c"	"NM_001126113"	"NP_001119585"
"CLCNKA"	"chloride channel protein ClC-Ka isoform 3"	"NM_001257139"	"NP_001244068"
"AMTN"	"amelotin isoform 1 precursor"	"NM_212557"	"NP_997722"
"EVA1A"	"protein eva-1 homolog A"	"NM_001135032"	"NP_001128504"
"EVA1A"	"protein eva-1 homolog A"	"NM_032181"	"NP_115557"
"DISC1"	"disrupted in schizophrenia 1 protein isoform p"	"NM_001164553"	"NP_001158025"
"SYDE2"	"rho GTPase-activating protein SYDE2"	"NM_032184"	"NP_115560"
"DISC1"	"disrupted in schizophrenia 1 protein isoform r"	"NM_001164555"	"NP_001158027"
"ZNF644"	"zinc finger protein 644 isoform 1"	"NM_201269"	"NP_958357"
"ZNF644"	"zinc finger protein 644 isoform 2"	"NM_016620"	"NP_057704"
"CLNS1A"	"methylosome subunit pICln isoform b"	"NM_001311200"	"NP_001298129"
"CLNS1A"	"methylosome subunit pICln isoform d"	"NM_001311202"	"NP_001298131"
"CLNS1A"	"methylosome subunit pICln isoform a"	"NM_001293"	"NP_001284"
"DISC1"	"disrupted in schizophrenia 1 protein isoform S"	"NM_001012959"	"NP_001012977"
"CLNS1A"	"methylosome subunit pICln isoform c"	"NM_001311201"	"NP_001298130"
"C19orf44"	"uncharacterized protein C19orf44 isoform 2"	"NM_001288834"	"NP_001275763"
"CLPTM1"	"cleft lip and palate transmembrane protein 1 isoform 4"	"NM_001282176"	"NP_001269105"
"KLHL31"	"kelch-like protein 31"	"NM_001003760"	"NP_001003760"
"ANTXR1"	"anthrax toxin receptor 1 isoform 2 precursor"	"NM_053034"	"NP_444262"
"CLTB"	"clathrin light chain B isoform b"	"NM_007097"	"NP_009028"
"DISC1"	"disrupted in schizophrenia 1 protein isoform h"	"NM_001164545"	"NP_001158017"
"CLTB"	"clathrin light chain B isoform a"	"NM_001834"	"NP_001825"
"DISC1"	"disrupted in schizophrenia 1 protein isoform k"	"NM_001164548"	"NP_001158020"
"C5AR2"	"C5a anaphylatoxin chemotactic receptor 2"	"NM_001271750"	"NP_001258679"
"CMKLR1"	"chemokine-like receptor 1 isoform a"	"NM_001142344"	"NP_001135816"
"C8orf59"	"uncharacterized protein C8orf59 isoform 1"	"NM_001099671"	"NP_001093141"
"CMKLR1"	"chemokine-like receptor 1 isoform a"	"NM_001142345"	"NP_001135817"
"C8orf59"	"uncharacterized protein C8orf59 isoform 1"	"NM_001099673"	"NP_001093143"
"SAMD12"	"sterile alpha motif domain-containing protein 12 isoform b"	"NM_207506"	"NP_997389"
"SAMD12"	"sterile alpha motif domain-containing protein 12 isoform a"	"NM_001101676"	"NP_001095146"
"SULT1C4"	"sulfotransferase 1C4 isoform 1"	"NM_006588"	"NP_006579"
"CNGA1"	"cGMP-gated cation channel alpha-1 isoform 2"	"NM_000087"	"NP_000078"
"SULT1C4"	"sulfotransferase 1C4 isoform 2"	"NM_001321770"	"NP_001308699"
"FAM96A"	"MIP18 family protein FAM96A isoform b precursor"	"NM_001289108"	"NP_001276037"
"CNGA3"	"cyclic nucleotide-gated cation channel alpha-3 isoform 1"	"NM_001298"	"NP_001289"
"FAM96A"	"MIP18 family protein FAM96A isoform a precursor"	"NM_032231"	"NP_115607"
"FAM96A"	"MIP18 family protein FAM96A isoform b precursor"	"NM_001014812"	"NP_001014812"
"HACD4"	"very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 4 isoform 1"	"NM_001010915"	"NP_001010915"
"HACD4"	"very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 4 isoform 2"	"NM_001321883"	"NP_001308812"
"HACD4"	"very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 4 isoform 3"	"NM_001321903"	"NP_001308832"
"CNN3"	"calponin-3 isoform 1"	"NM_001839"	"NP_001830"
"CNN3"	"calponin-3 isoform 2"	"NM_001286055"	"NP_001272984"
"CNN3"	"calponin-3 isoform 3"	"NM_001286056"	"NP_001272985"
"TMEM117"	"transmembrane protein 117 isoform b"	"NM_001286211"	"NP_001273140"
"WDR38"	"WD repeat-containing protein 38 isoform 3"	"NM_001276375"	"NP_001263304"
"CHMP2A"	"charged multivesicular body protein 2a"	"NM_014453"	"NP_055268"
"RGPD5"	"RANBP2-like and GRIP domain-containing protein 5/6 isoform 2"	"NM_032260"	"NP_115636"
"CHMP2A"	"charged multivesicular body protein 2a"	"NM_198426"	"NP_940818"
"COL2A1"	"collagen alpha-1(II) chain isoform 1 precursor"	"NM_001844"	"NP_001835"
"COL2A1"	"collagen alpha-1(II) chain isoform 2 precursor"	"NM_033150"	"NP_149162"
"SLC25A53"	"solute carrier family 25 member 53"	"NM_001012755"	"NP_001012773"
"MMADHC"	"methylmalonic aciduria and homocystinuria type D protein, mitochondrial"	"NM_015702"	"NP_056517"
"LSM1"	"U6 snRNA-associated Sm-like protein LSm1"	"NM_014462"	"NP_055277"
"CNTN6"	"contactin-6 isoform 2"	"NM_001289081"	"NP_001276010"
"TPH1"	"tryptophan 5-hydroxylase 1"	"NM_004179"	"NP_004170"
"SULT1B1"	"sulfotransferase family cytosolic 1B member 1"	"NM_014465"	"NP_055280"
"RND1"	"rho-related GTP-binding protein Rho6 precursor"	"NM_014470"	"NP_055285"
"MED10"	"mediator of RNA polymerase II transcription subunit 10"	"NM_032286"	"NP_115662"
"COL19A1"	"collagen alpha-1(XIX) chain precursor"	"NM_001858"	"NP_001849"
"COL13A1"	"collagen alpha-1(XIII) chain isoform 1"	"NM_001130103"	"NP_001123575"
"TPM2"	"tropomyosin beta chain isoform Tpm2.3"	"NM_001301226"	"NP_001288155"
"TPM2"	"tropomyosin beta chain isoform Tpm2.4"	"NM_001301227"	"NP_001288156"
"SPINK6"	"serine protease inhibitor Kazal-type 6 precursor"	"NM_205841"	"NP_995313"
"SYT3"	"synaptotagmin-3"	"NM_032298"	"NP_115674"
"TPM2"	"tropomyosin beta chain isoform Tpm2.2st"	"NM_003289"	"NP_003280"
"SYT3"	"synaptotagmin-3"	"NM_001160328"	"NP_001153800"
"SYT3"	"synaptotagmin-3"	"NM_001160329"	"NP_001153801"
"DCUN1D5"	"DCN1-like protein 5 isoform b"	"NM_001318739"	"NP_001305668"
"DCUN1D5"	"DCN1-like protein 5 isoform c"	"NM_001318741"	"NP_001305670"
"TPM3"	"tropomyosin alpha-3 chain isoform Tpm3.12st"	"NM_152263"	"NP_689476"
"TPM3"	"tropomyosin alpha-3 chain isoform Tpm3.1cy"	"NM_153649"	"NP_705935"
"ZNF544"	"zinc finger protein 544 isoform 4"	"NM_001320776"	"NP_001307705"
"FAM45A"	"protein FAM45A isoform 4"	"NM_001303113"	"NP_001290042"
"HAGHL"	"hydroxyacylglutathione hydrolase-like protein isoform 3"	"NM_001323636"	"NP_001310565"
"TPM3"	"tropomyosin alpha-3 chain isoform Tpm3.7cy"	"NM_001043352"	"NP_001036817"
"POTEG"	"POTE ankyrin domain family member G"	"NM_001005356"	"NP_001005356"
"TPM3"	"tropomyosin alpha-3 chain isoform Tpm3.4cy"	"NM_001043353"	"NP_001036818"
"TPM3"	"tropomyosin alpha-3 chain isoform Tpm3.2cy"	"NM_001043351"	"NP_001036816"
"TPM3"	"tropomyosin alpha-3 chain isoform 6"	"NM_001278188"	"NP_001265117"
"HPGDS"	"hematopoietic prostaglandin D synthase"	"NM_014485"	"NP_055300"
"TPM3"	"tropomyosin alpha-3 chain isoform 8"	"NM_001278190"	"NP_001265119"
"CPB2"	"carboxypeptidase B2 isoform 1 preproprotein"	"NM_001872"	"NP_001863"
"CPB2"	"carboxypeptidase B2 isoform 2 preproprotein"	"NM_001278541"	"NP_001265470"
"RAB30"	"ras-related protein Rab-30"	"NM_014488"	"NP_055303"
"TPM3"	"tropomyosin alpha-3 chain isoform 9"	"NM_001278191"	"NP_001265120"
"NOA1"	"nitric oxide-associated protein 1"	"NM_032313"	"NP_115689"
"RAB30"	"ras-related protein Rab-30"	"NM_001286061"	"NP_001272990"
"COQ5"	"2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial precursor"	"NM_032314"	"NP_115690"
"CPN1"	"carboxypeptidase N catalytic chain precursor"	"NM_001308"	"NP_001299"
"BTBD10"	"BTB/POZ domain-containing protein 10 isoform 2"	"NM_032320"	"NP_115696"
"RBMX"	"RNA-binding motif protein, X chromosome isoform 2"	"NM_001164803"	"NP_001158275"
"EIF1AD"	"probable RNA-binding protein EIF1AD"	"NM_001242484"	"NP_001229413"
"PCDH11X"	"protocadherin-11 X-linked isoform d precursor"	"NM_032969"	"NP_116751"
"CRABP2"	"cellular retinoic acid-binding protein 2"	"NM_001878"	"NP_001869"
"CRABP2"	"cellular retinoic acid-binding protein 2"	"NM_001199723"	"NP_001186652"
"ATF2"	"cyclic AMP-dependent transcription factor ATF-2 isoform 5"	"NM_001256094"	"NP_001243023"
"P2RY10"	"putative P2Y purinoceptor 10 isoform c"	"NM_001324225"	"NP_001311154"
"MIEN1"	"migration and invasion enhancer 1 isoform 1"	"NM_032339"	"NP_115715"
"RRP7A"	"ribosomal RNA-processing protein 7 homolog A"	"NM_015703"	"NP_056518"
"POLL"	"DNA polymerase lambda isoform a"	"NM_001174084"	"NP_001167555"
"CREM"	"cAMP-responsive element modulator isoform 1"	"NM_181571"	"NP_853549"
"C7orf50"	"uncharacterized protein C7orf50"	"NM_001134395"	"NP_001127867"
"MON1A"	"vacuolar fusion protein MON1 homolog A isoform a"	"NM_032355"	"NP_115731"
"MON1A"	"vacuolar fusion protein MON1 homolog A isoform b"	"NM_001142501"	"NP_001135973"
"TRAF1"	"TNF receptor-associated factor 1 isoform a"	"NM_005658"	"NP_005649"
"TRAF1"	"TNF receptor-associated factor 1 isoform a"	"NM_001190945"	"NP_001177874"
"CRHR1"	"corticotropin-releasing factor receptor 1 isoform 3 precursor"	"NM_001145147"	"NP_001138619"
"CRHR1"	"corticotropin-releasing factor receptor 1 isoform 1e-B"	"NM_001303018"	"NP_001289947"
"CRHR1"	"corticotropin-releasing factor receptor 1 isoform 1i-B"	"NM_001303020"	"NP_001289949"
"CRHR2"	"corticotropin-releasing factor receptor 2 isoform 2 precursor"	"NM_001202475"	"NP_001189404"
"CRHR2"	"corticotropin-releasing factor receptor 2 isoform 1"	"NM_001883"	"NP_001874"
"CRHR2"	"corticotropin-releasing factor receptor 2 isoform 4"	"NM_001202482"	"NP_001189411"
"CRHR2"	"corticotropin-releasing factor receptor 2 isoform 3"	"NM_001202481"	"NP_001189410"
"HTRA2"	"serine protease HTRA2, mitochondrial isoform 3 preproprotein"	"NM_001321727"	"NP_001308656"
"HTRA2"	"serine protease HTRA2, mitochondrial isoform 4 preproprotein"	"NM_001321728"	"NP_001308657"
"ACBD6"	"acyl-CoA-binding domain-containing protein 6"	"NM_032360"	"NP_115736"
"SARNP"	"SAP domain-containing ribonucleoprotein"	"NM_033082"	"NP_149073"
"TOR2A"	"prosalusin isoform d precursor"	"NM_001134431"	"NP_001127903"
"TOR2A"	"prosalusin isoform e"	"NM_001252023"	"NP_001238952"
"HAPLN1"	"hyaluronan and proteoglycan link protein 1 precursor"	"NM_001884"	"NP_001875"
"LZIC"	"protein LZIC isoform a"	"NM_032368"	"NP_115744"
"CRY1"	"cryptochrome-1"	"NM_004075"	"NP_004066"
"DYDC2"	"DPY30 domain-containing protein 2 isoform 2"	"NM_001270042"	"NP_001256971"
"CRYAB"	"alpha-crystallin B chain isoform 1"	"NM_001885"	"NP_001876"
"CRYGA"	"gamma-crystallin A"	"NM_014617"	"NP_055432"
"TRHR"	"thyrotropin-releasing hormone receptor"	"NM_003301"	"NP_003292"
"SLCO1B3"	"solute carrier organic anion transporter family member 1B3"	"NM_019844"	"NP_062818"
"CRYZ"	"quinone oxidoreductase isoform c"	"NM_001134759"	"NP_001128231"
"CRYZ"	"quinone oxidoreductase isoform a"	"NM_001889"	"NP_001880"
"CDH20"	"cadherin-20 preproprotein"	"NM_031891"	"NP_114097"
"CRYZ"	"quinone oxidoreductase isoform a"	"NM_001130042"	"NP_001123514"
"CRYZ"	"quinone oxidoreductase isoform b"	"NM_001130043"	"NP_001123515"
"NKIRAS1"	"NF-kappa-B inhibitor-interacting Ras-like protein 1"	"NM_020345"	"NP_065078"
"CSF2RA"	"granulocyte-macrophage colony-stimulating factor receptor subunit alpha isoform e precursor"	"NM_172249"	"NP_758452"
"TMEM176B"	"transmembrane protein 176B isoform a"	"NM_014020"	"NP_054739"
"TMEM176B"	"transmembrane protein 176B isoform a"	"NM_001101312"	"NP_001094782"
"TMEM176B"	"transmembrane protein 176B isoform a"	"NM_001101311"	"NP_001094781"
"TMEM176B"	"transmembrane protein 176B isoform b"	"NM_001101314"	"NP_001094784"
"TRO"	"trophinin isoform 5"	"NM_001039705"	"NP_001034794"
"CARD11"	"caspase recruitment domain-containing protein 11"	"NM_001324281"	"NP_001311210"
"TRO"	"trophinin isoform 2"	"NM_177556"	"NP_808224"
"TRO"	"trophinin isoform 2"	"NM_016157"	"NP_057241"
"ADGRA1"	"adhesion G protein-coupled receptor A1 isoform 1"	"NM_001083909"	"NP_001077378"
"CSF3"	"granulocyte colony-stimulating factor isoform c precursor"	"NM_172220"	"NP_757374"
"MSANTD4"	"myb/SANT-like DNA-binding domain-containing protein 4"	"NM_032424"	"NP_115800"
"SLC27A6"	"long-chain fatty acid transport protein 6"	"NM_014031"	"NP_054750"
"MSANTD4"	"myb/SANT-like DNA-binding domain-containing protein 4"	"NM_001318747"	"NP_001305676"
"MSANTD4"	"myb/SANT-like DNA-binding domain-containing protein 4"	"NM_001318748"	"NP_001305677"
"MSANTD4"	"myb/SANT-like DNA-binding domain-containing protein 4"	"NM_001318749"	"NP_001305678"
"MSANTD4"	"myb/SANT-like DNA-binding domain-containing protein 4"	"NM_001318750"	"NP_001305679"
"CSN1S1"	"alpha-S1-casein isoform 1 precursor"	"NM_001890"	"NP_001881"
"CSN1S1"	"alpha-S1-casein isoform 2 precursor"	"NM_001025104"	"NP_001020275"
"CSN2"	"beta-casein isoform 2 precursor"	"NM_001302770"	"NP_001289699"
"CSNK1A1"	"casein kinase I isoform alpha isoform 2"	"NM_001892"	"NP_001883"
"CSNK1A1"	"casein kinase I isoform alpha isoform 3"	"NM_001271741"	"NP_001258670"
"ABLIM2"	"actin-binding LIM protein 2 isoform 8"	"NM_001286688"	"NP_001273617"
"TRPC4"	"short transient receptor potential channel 4 isoform epsilon"	"NM_003306"	"NP_003297"
"CSNK1G3"	"casein kinase I isoform gamma-3 isoform 7"	"NM_001270574"	"NP_001257503"
"CSNK1G3"	"casein kinase I isoform gamma-3 isoform 6"	"NM_001270573"	"NP_001257502"
"ASTL"	"astacin-like metalloendopeptidase precursor"	"NM_001002036"	"NP_001002036"
"ZMAT1"	"zinc finger matrin-type protein 1 isoform 4"	"NM_001282401"	"NP_001269330"
"TRPC5"	"short transient receptor potential channel 5"	"NM_012471"	"NP_036603"
"CSNK2A2"	"casein kinase II subunit alpha'"	"NM_001896"	"NP_001887"
"CSRP1"	"cysteine and glycine-rich protein 1 isoform 1"	"NM_001193572"	"NP_001180501"
"FBN3"	"fibrillin-3 precursor"	"NM_032447"	"NP_115823"
"CST4"	"cystatin-S precursor"	"NM_001899"	"NP_001890"
"COMMD5"	"COMM domain-containing protein 5"	"NM_001287237"	"NP_001274166"
"FBN3"	"fibrillin-3 precursor"	"NM_001321431"	"NP_001308360"
"TRPS1"	"zinc finger transcription factor Trps1 isoform 2"	"NM_001282902"	"NP_001269831"
"TMEM41B"	"transmembrane protein 41B isoform 2"	"NM_001165030"	"NP_001158502"
"ACTRT3"	"actin-related protein T3"	"NM_032487"	"NP_115876"
"NKX2-5"	"homeobox protein Nkx-2.5 isoform 1"	"NM_004387"	"NP_004378"
"CTBP1"	"C-terminal-binding protein 1 isoform 2"	"NM_001012614"	"NP_001012632"
"FAM156A"	"protein FAM156A/FAM156B"	"NM_001242494"	"NP_001229423"
"CTGF"	"connective tissue growth factor precursor"	"NM_001901"	"NP_001892"
"C15orf41"	"uncharacterized protein C15orf41 isoform 2"	"NM_001321756"	"NP_001308685"
"C15orf41"	"uncharacterized protein C15orf41 isoform 4"	"NM_001321757"	"NP_001308686"
"C15orf41"	"uncharacterized protein C15orf41 isoform 5"	"NM_001321758"	"NP_001308687"
"C15orf41"	"uncharacterized protein C15orf41 isoform 1"	"NM_001321759"	"NP_001308688"
"C15orf41"	"uncharacterized protein C15orf41 isoform 6"	"NM_001321760"	"NP_001308689"
"C15orf41"	"uncharacterized protein C15orf41 isoform 7"	"NM_001321761"	"NP_001308690"
"CTNNA1"	"catenin alpha-1 isoform 5"	"NM_001323989"	"NP_001310918"
"RNASE13"	"probable inactive ribonuclease-like protein 13 precursor"	"NM_001012264"	"NP_001012264"
"CTNNA1"	"catenin alpha-1 isoform 5"	"NM_001323990"	"NP_001310919"
"MRPL43"	"39S ribosomal protein L43, mitochondrial isoform d"	"NM_176794"	"NP_789764"
"MRPL43"	"39S ribosomal protein L43, mitochondrial isoform c"	"NM_176793"	"NP_789763"
"CTNNA1"	"catenin alpha-1 isoform 5"	"NM_001323995"	"NP_001310924"
"CTNNA1"	"catenin alpha-1 isoform 5"	"NM_001323994"	"NP_001310923"
"CTNNA1"	"catenin alpha-1 isoform 5"	"NM_001323998"	"NP_001310927"
"NDUFAF4"	"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4"	"NM_014165"	"NP_054884"
"METTL5"	"methyltransferase-like protein 5"	"NM_014168"	"NP_054887"
"CTNNA1"	"catenin alpha-1 isoform 9"	"NM_001324003"	"NP_001310932"
"PARD6G"	"partitioning defective 6 homolog gamma"	"NM_032510"	"NP_115899"
"CHMP4A"	"charged multivesicular body protein 4a"	"NM_014169"	"NP_054888"
"CTNNA1"	"catenin alpha-1 isoform 9"	"NM_001324004"	"NP_001310933"
"CTNNA1"	"catenin alpha-1 isoform 10"	"NM_001324006"	"NP_001310935"
"CTNNA1"	"catenin alpha-1 isoform 10"	"NM_001324008"	"NP_001310937"
